# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413.74221 -0.393677 0.141050 0.211487 0.000034 0.004533 0.040702 0.999161 0.0000010483 -0.0000001320 -0.0000001668 0.0000009627 0.0000000807 0.0000083515 0.0000589156 0.0000078570 -0.0000011488 0.0000808769 -0.0000044674 0.0000508707
1413.77539 -0.394374 0.141522 0.211247 0.000105 0.004548 0.040709 0.999161 0.0000010553 -0.0000001325 -0.0000001722 0.0000009693 0.0000000842 0.0000084041 0.0000601813 0.0000078084 -0.0000016497 0.0000819090 -0.0000044407 0.0000517735
1413.80856 -0.395085 0.141982 0.210994 0.000141 0.004516 0.040710 0.999161 0.0000010622 -0.0000001329 -0.0000001769 0.0000009760 0.0000000872 0.0000084570 0.0000615407 0.0000077566 -0.0000021764 0.0000830235 -0.0000044127 0.0000527425
1413.84181 -0.395804 0.142379 0.210720 0.000051 0.004505 0.040736 0.999160 0.0000010692 -0.0000001333 -0.0000001822 0.0000009827 0.0000000883 0.0000085102 0.0000630031 0.0000077013 -0.0000027313 0.0000842285 -0.0000043830 0.0000537839
1413.87491 -0.396565 0.142840 0.210447 0.000060 0.004469 0.040763 0.999159 0.0000010762 -0.0000001338 -0.0000001869 0.0000009895 0.0000000909 0.0000085633 0.0000645634 0.0000076427 -0.0000033113 0.0000855209 -0.0000043523 0.0000548942
1413.90817 -0.397361 0.143336 0.210164 0.000123 0.004473 0.040756 0.999159 0.0000010833 -0.0000001343 -0.0000001923 0.0000009963 0.0000000943 0.0000086168 0.0000662425 0.0000075802 -0.0000039229 0.0000869182 -0.0000043201 0.0000560878
1413.94125 -0.398148 0.143768 0.209880 0.000051 0.004433 0.040786 0.999158 0.0000010904 -0.0000001347 -0.0000001971 0.0000010031 0.0000000957 0.0000086703 0.0000680297 0.0000075143 -0.0000045610 0.0000884121 -0.0000042865 0.0000573564
1413.97443 -0.398969 0.144229 0.209588 0.000026 0.004415 0.040777 0.999159 0.0000010976 -0.0000001351 -0.0000002023 0.0000010099 0.0000000978 0.0000087240 0.0000699448 0.0000074443 -0.0000052313 0.0000900200 -0.0000042514 0.0000587142
1414.00760 -0.399825 0.144762 0.209294 0.000096 0.004422 0.040754 0.999159 0.0000011049 -0.0000001356 -0.0000002077 0.0000010168 0.0000001014 0.0000087779 0.0000719894 0.0000073701 -0.0000059332 0.0000917440 -0.0000042150 0.0000601619
1414.04077 -0.400693 0.145254 0.208987 0.000087 0.004397 0.040776 0.999159 0.0000011122 -0.0000001360 -0.0000002128 0.0000010238 0.0000001037 0.0000088320 0.0000741712 0.0000072918 -0.0000066678 0.0000935907 -0.0000041770 0.0000617043
1414.07395 -0.401595 0.145736 0.208670 0.000025 0.004375 0.040768 0.999159 0.0000011195 -0.0000001365 -0.0000002180 0.0000010308 0.0000001053 0.0000088862 0.0000764970 0.0000072091 -0.0000074361 0.0000955669 -0.0000041374 0.0000633457
1414.10712 -0.402536 0.146287 0.208350 0.000074 0.004354 0.040762 0.999159 0.0000011269 -0.0000001369 -0.0000002231 0.0000010378 0.0000001086 0.0000089406 0.0000789736 0.0000071219 -0.0000082391 0.0000976792 -0.0000040965 0.0000650908
1414.14029 -0.403483 0.146830 0.208030 0.000081 0.004320 0.040776 0.999159 0.0000011343 -0.0000001374 -0.0000002281 0.0000010449 0.0000001113 0.0000089952 0.0000816095 0.0000070300 -0.0000090780 0.0000999353 -0.0000040540 0.0000669447
1414.17346 -0.404452 0.147342 0.207703 0.000029 0.004299 0.040789 0.999159 0.0000011417 -0.0000001379 -0.0000002334 0.0000010520 0.0000001130 0.0000090500 0.0000844122 0.0000069334 -0.0000099538 0.0001023423 -0.0000040098 0.0000689121
1414.20664 -0.405459 0.147903 0.207365 0.000033 0.004289 0.040776 0.999159 0.0000011493 -0.0000001383 -0.0000002388 0.0000010592 0.0000001156 0.0000091049 0.0000873901 0.0000068317 -0.0000108678 0.0001049083 -0.0000039641 0.0000709985
1414.23981 -0.406491 0.148485 0.207025 0.000076 0.004280 0.040789 0.999159 0.0000011569 -0.0000001388 -0.0000002442 0.0000010664 0.0000001189 0.0000091600 0.0000905512 0.0000067250 -0.0000118208 0.0001076410 -0.0000039169 0.0000732088
1414.27299 -0.407550 0.149029 0.206677 0.000034 0.004253 0.040796 0.999158 0.0000011645 -0.0000001393 -0.0000002495 0.0000010736 0.0000001208 0.0000092153 0.0000939054 0.0000066131 -0.0000128143 0.0001105492 -0.0000038678 0.0000755490
1414.30616 -0.408655 0.149600 0.206336 0.000023 0.004234 0.040789 0.999159 0.0000011721 -0.0000001398 -0.0000002548 0.0000010809 0.0000001233 0.0000092707 0.0000974607 0.0000064957 -0.0000138492 0.0001136412 -0.0000038172 0.0000780243
1414.33933 -0.409782 0.150207 0.205996 0.000050 0.004236 0.040809 0.999158 0.0000011799 -0.0000001403 -0.0000002605 0.0000010883 0.0000001264 0.0000093263 0.0001012270 0.0000063728 -0.0000149269 0.0001169262 -0.0000037650 0.0000806407
1414.37250 -0.410929 0.150790 0.205640 0.000024 0.004229 0.040820 0.999158 0.0000011876 -0.0000001408 -0.0000002661 0.0000010956 0.0000001286 0.0000093820 0.0001052139 0.0000062443 -0.0000160485 0.0001204131 -0.0000037110 0.0000834039
1414.40568 -0.412111 0.151377 0.205279 -0.000018 0.004203 0.040808 0.999158 0.0000011954 -0.0000001412 -0.0000002715 0.0000011030 0.0000001305 0.0000094380 0.0001094311 0.0000061100 -0.0000172152 0.0001241115 -0.0000036553 0.0000863199
1414.43885 -0.413331 0.152015 0.204914 0.000008 0.004186 0.040811 0.999158 0.0000012033 -0.0000001417 -0.0000002769 0.0000011105 0.0000001336 0.0000094941 0.0001138897 0.0000059696 -0.0000184284 0.0001280320 -0.0000035981 0.0000893957
1414.47202 -0.414569 0.152642 0.204541 0.000007 0.004166 0.040820 0.999158 0.0000012112 -0.0000001422 -0.0000002824 0.0000011180 0.0000001363 0.0000095504 0.0001185996 0.0000058232 -0.0000196893 0.0001321840 -0.0000035390 0.0000926370
1414.50520 -0.415835 0.153251 0.204177 -0.000037 0.004134 0.040836 0.999157 0.0000012191 -0.0000001427 -0.0000002877 0.0000011255 0.0000001382 0.0000096069 0.0001235725 0.0000056706 -0.0000209992 0.0001365786 -0.0000034781 0.0000960506
1414.53837 -0.417124 0.153889 0.203820 -0.000012 0.004111 0.040856 0.999157 0.0000012271 -0.0000001432 -0.0000002931 0.0000011332 0.0000001414 0.0000096635 0.0001288195 0.0000055117 -0.0000223594 0.0001412268 -0.0000034155 0.0000996434
1414.57154 -0.418442 0.154524 0.203455 -0.000013 0.004086 0.040861 0.999156 0.0000012352 -0.0000001437 -0.0000002986 0.0000011408 0.0000001440 0.0000097203 0.0001343521 0.0000053463 -0.0000237712 0.0001461394 -0.0000033511 0.0001034221
1414.60471 -0.419787 0.155138 0.203076 -0.000051 0.004069 0.040859 0.999157 0.0000012433 -0.0000001442 -0.0000003042 0.0000011485 0.0000001461 0.0000097773 0.0001401824 0.0000051743 -0.0000252360 0.0001513281 -0.0000032848 0.0001073939
1414.63789 -0.421148 0.155702 0.202723 0.000046 0.004033 0.040423 0.999175 0.0000012516 -0.0000001447 -0.0000003095 0.0000011560 0.0000001503 0.0000098344 0.0001463239 0.0000049959 -0.0000267553 0.0001568058 -0.0000032163 0.0001115664
1414.67106 -0.422592 0.156463 0.202355 0.000048 0.004016 0.040900 0.999155 0.0000012596 -0.0000001453 -0.0000003150 0.0000011640 0.0000001533 0.0000098918 0.0001527872 0.0000048099 -0.0000283300 0.0001625835 -0.0000031470 0.0001159469
1414.70423 -0.424027 0.157083 0.201962 -0.000191 0.003967 0.040962 0.999153 0.0000012677 -0.0000001457 -0.0000003204 0.0000011717 0.0000001519 0.0000099494 0.0001595870 0.0000046174 -0.0000299621 0.0001686743 -0.0000030751 0.0001205427
1414.73741 -0.425544 0.157737 0.201531 -0.000144 0.003969 0.040921 0.999154 0.0000012761 -0.0000001463 -0.0000003264 0.0000011796 0.0000001555 0.0000100070 0.0001667366 0.0000044176 -0.0000316527 0.0001750915 -0.0000030015 0.0001253624
1414.77058 -0.427114 0.158477 0.201097 -0.000144 0.003877 0.040882 0.999156 0.0000012843 -0.0000001468 -0.0000003308 0.0000011874 0.0000001582 0.0000100649 0.0001742492 0.0000042102 -0.0000334031 0.0001818483 -0.0000029265 0.0001304135
1414.80378 -0.428660 0.159220 0.200713 -0.000143 0.003790 0.040803 0.999160 0.0000012927 -0.0000001473 -0.0000003353 0.0000011953 0.0000001610 0.0000101231 0.0001821455 0.0000039956 -0.0000352165 0.0001889645 -0.0000028496 0.0001357077
1414.83693 -0.430345 0.160004 0.200245 -0.000192 0.003830 0.040886 0.999156 0.0000013012 -0.0000001478 -0.0000003421 0.0000012033 0.0000001630 0.0000101812 0.0001904243 0.0000037732 -0.0000370902 0.0001964390 -0.0000027712 0.0001412439
1414.87010 -0.432051 0.160803 0.199817 -0.000224 0.003691 0.040751 0.999162 0.0000013096 -0.0000001483 -0.0000003458 0.0000012112 0.0000001651 0.0000102397 0.0001991149 0.0000035432 -0.0000390293 0.0002043002 -0.0000026909 0.0001470392
1414.90328 -0.433694 0.161716 0.199514 -0.000315 0.003758 0.040945 0.999154 0.0000013181 -0.0000001488 -0.0000003532 0.0000012193 0.0000001664 0.0000102981 0.0002082318 0.0000033055 -0.0000410355 0.0002125639 -0.0000026096 0.0001531012
1414.93645 -0.435264 0.162616 0.199425 -0.000618 0.003681 0.040991 0.999153 0.0000013266 -0.0000001491 -0.0000003582 0.0000012273 0.0000001637 0.0000103571 0.0002177871 0.0000030606 -0.0000431091 0.0002212416 -0.0000025265 0.0001594347
1414.96962 -0.436784 0.163630 0.199565 -0.000718 0.003865 0.041124 0.999146 0.0000013354 -0.0000001497 -0.0000003678 0.0000012354 0.0000001649 0.0000104157 0.0002278035 0.0000028078 -0.0000452531 0.0002303560 -0.0000024424 0.0001660537
1415.00279 -0.438222 0.164686 0.199896 -0.000571 0.003630 0.040903 0.999156 0.0000013439 -0.0000001503 -0.0000003696 0.0000012436 0.0000001702 0.0000104749 0.0002382964 0.0000025474 -0.0000474690 0.0002399221 -0.0000023569 0.0001729661
1415.03596 -0.439828 0.165722 0.200052 -0.000442 0.003584 0.040951 0.999155 0.0000013526 -0.0000001509 -0.0000003748 0.0000012519 0.0000001755 0.0000105341 0.0002492775 0.0000022785 -0.0000497565 0.0002499482 -0.0000022693 0.0001801813
1415.06914 -0.441509 0.166759 0.200241 -0.000803 0.003873 0.041165 0.999145 0.0000013617 -0.0000001514 -0.0000003867 0.0000012601 0.0000001719 0.0000105932 0.0002607664 0.0000020013 -0.0000521177 0.0002604550 -0.0000021798 0.0001877085
1415.10231 -0.442860 0.167972 0.200917 -0.001076 0.003837 0.041098 0.999147 0.0000013706 -0.0000001517 -0.0000003926 0.0000012682 0.0000001696 0.0000106529 0.0002727890 0.0000017168 -0.0000545578 0.0002714736 -0.0000020903 0.0001955584
1415.13548 -0.444143 0.169321 0.201497 -0.000750 0.003383 0.040932 0.999156 0.0000013788 -0.0000001523 -0.0000003902 0.0000012766 0.0000001783 0.0000107131 0.0002853559 0.0000014236 -0.0000570768 0.0002830114 -0.0000020002 0.0002037421
1415.20183 -0.447197 0.171880 0.202219 -0.000975 0.003575 0.041125 0.999147 0.0000013970 -0.0000001534 -0.0000004066 0.0000012934 0.0000001800 0.0000108328 0.0003121945 0.0000008110 -0.0000623510 0.0003077029 -0.0000018131 0.0002211483
1415.23500 -0.448799 0.173235 0.202541 -0.000926 0.003637 0.041108 0.999148 0.0000014061 -0.0000001540 -0.0000004142 0.0000013020 0.0000001839 0.0000108929 0.0003265086 0.0000004915 -0.0000651113 0.0003209015 -0.0000017176 0.0002303928
1415.26817 -0.450513 0.174549 0.202793 -0.000846 0.003515 0.040981 0.999153 0.0000014151 -0.0000001546 -0.0000004182 0.0000013105 0.0000001882 0.0000109534 0.0003414466 0.0000001633 -0.0000679554 0.0003346941 -0.0000016199 0.0002400131
1415.30135 -0.452319 0.175902 0.202998 -0.000837 0.003452 0.041079 0.999150 0.0000014241 -0.0000001552 -0.0000004234 0.0000013191 0.0000001914 0.0000110141 0.0003570297 -0.0000001739 -0.0000708855 0.0003491023 -0.0000015209 0.0002500207
1415.33452 -0.454087 0.177389 0.203269 -0.001002 0.003469 0.041231 0.999143 0.0000014332 -0.0000001557 -0.0000004303 0.0000013277 0.0000001913 0.0000110748 0.0003732811 -0.0000005203 -0.0000739046 0.0003641520 -0.0000014215 0.0002604273
1415.36769 -0.455902 0.178890 0.203541 -0.000979 0.003251 0.041113 0.999149 0.0000014421 -0.0000001562 -0.0000004325 0.0000013363 0.0000001945 0.0000111361 0.0003902213 -0.0000008754 -0.0000770136 0.0003798611 -0.0000013207 0.0002712438
1415.40087 -0.457715 0.180484 0.204039 -0.000882 0.003269 0.041032 0.999152 0.0000014515 -0.0000001569 -0.0000004393 0.0000013450 0.0000001993 0.0000111970 0.0004078797 -0.0000012395 -0.0000802153 0.0003962606 -0.0000012194 0.0002824839
1415.46722 -0.461466 0.183991 0.205019 -0.001008 0.003058 0.041238 0.999144 0.0000014697 -0.0000001579 -0.0000004483 0.0000013626 0.0000002029 0.0000113201 0.0004454250 -0.0000019965 -0.0000869023 0.0004312015 -0.0000010157 0.0003062804
1415.50039 -0.463330 0.185694 0.205741 -0.000994 0.003227 0.041195 0.999145 0.0000014795 -0.0000001586 -0.0000004582 0.0000013714 0.0000002062 0.0000113814 0.0004653635 -0.0000023870 -0.0000903915 0.0004497941 -0.0000009112 0.0003188593
1415.53356 -0.465124 0.187358 0.206545 -0.001032 0.003092 0.041114 0.999149 0.0000014888 -0.0000001591 -0.0000004622 0.0000013802 0.0000002083 0.0000114434 0.0004861175 -0.0000027852 -0.0000939826 0.0004691735 -0.0000008048 0.0003319134
1415.56673 -0.467060 0.189108 0.207295 -0.000980 0.003133 0.041225 0.999144 0.0000014983 -0.0000001598 -0.0000004695 0.0000013892 0.0000002126 0.0000115052 0.0005077016 -0.0000031933 -0.0000976737 0.0004893519 -0.0000006980 0.0003454518
1415.59991 -0.469101 0.190873 0.207989 -0.001011 0.003169 0.041224 0.999144 0.0000015080 -0.0000001604 -0.0000004770 0.0000013982 0.0000002150 0.0000115672 0.0005301467 -0.0000036105 -0.0001014680 0.0005103597 -0.0000005899 0.0003594904
1415.63309 -0.471216 0.192675 0.208641 -0.000930 0.003113 0.041164 0.999147 0.0000015175 -0.0000001611 -0.0000004824 0.0000014072 0.0000002196 0.0000116295 0.0005534821 -0.0000040370 -0.0001053683 0.0005322266 -0.0000004808 0.0003740445
1415.66625 -0.473246 0.194502 0.209403 -0.001022 0.003138 0.041141 0.999148 0.0000015273 -0.0000001617 -0.0000004898 0.0000014162 0.0000002208 0.0000116919 0.0005777239 -0.0000044712 -0.0001093763 0.0005549730 -0.0000003709 0.0003891188
1415.69942 -0.475362 0.196353 0.210127 -0.001045 0.003020 0.041150 0.999148 0.0000015368 -0.0000001622 -0.0000004941 0.0000014253 0.0000002234 0.0000117548 0.0006029109 -0.0000049144 -0.0001134942 0.0005786331 -0.0000002600 0.0004047365
1415.73259 -0.477746 0.198263 0.210656 -0.000857 0.003018 0.041134 0.999149 0.0000015466 -0.0000001630 -0.0000005006 0.0000014346 0.0000002304 0.0000118174 0.0006290633 -0.0000053681 -0.0001177209 0.0006032232 -0.0000001484 0.0004209096
1415.76577 -0.480575 0.200135 0.210549 -0.000603 0.002968 0.041094 0.999151 0.0000015563 -0.0000001639 -0.0000005061 0.0000014440 0.0000002387 0.0000118802 0.0006562001 -0.0000058330 -0.0001220556 0.0006287561 -0.0000000344 0.0004376539
1415.79894 -0.483563 0.201952 0.210243 -0.000628 0.003000 0.041210 0.999146 0.0000015662 -0.0000001646 -0.0000005135 0.0000014532 0.0000002415 0.0000119433 0.0006843559 -0.0000063064 -0.0001265035 0.0006552728 0.0000000818 0.0004549801
1415.83212 -0.486676 0.203734 0.209848 -0.000661 0.002773 0.041234 0.999145 0.0000015756 -0.0000001651 -0.0000005157 0.0000014625 0.0000002438 0.0000120070 0.0007135718 -0.0000067882 -0.0001310684 0.0006828151 0.0000002000 0.0004729084
1415.86529 -0.489817 0.205644 0.209689 -0.000625 0.002817 0.041224 0.999146 0.0000015857 -0.0000001658 -0.0000005234 0.0000014718 0.0000002477 0.0000120704 0.0007438774 -0.0000072791 -0.0001357529 0.0007114178 0.0000003170 0.0004914487
1415.89846 -0.492858 0.207578 0.209736 -0.000886 0.002769 0.041300 0.999143 0.0000015956 -0.0000001662 -0.0000005295 0.0000014810 0.0000002454 0.0000121343 0.0007753132 -0.0000077771 -0.0001405626 0.0007411230 0.0000004345 0.0005106219
1415.93163 -0.495667 0.209515 0.210189 -0.001027 0.003010 0.041248 0.999144 0.0000016062 -0.0000001668 -0.0000005417 0.0000014902 0.0000002457 0.0000121977 0.0008079151 -0.0000082803 -0.0001455015 0.0007719709 0.0000005524 0.0005304416
1415.96481 -0.498344 0.211570 0.211127 -0.001002 0.002836 0.041205 0.999146 0.0000016160 -0.0000001674 -0.0000005450 0.0000014997 0.0000002492 0.0000122620 0.0008417217 -0.0000087907 -0.0001505714 0.0008039996 0.0000006688 0.0005509264
1415.99798 -0.501041 0.213677 0.212127 -0.000937 0.002857 0.041019 0.999154 0.0000016263 -0.0000001681 -0.0000005524 0.0000015091 0.0000002536 0.0000123261 0.0008767528 -0.0000093089 -0.0001557715 0.0008372236 0.0000007851 0.0005720917
1416.03115 -0.503899 0.215907 0.213033 -0.000392 0.002461 0.040915 0.999160 0.0000016357 -0.0000001691 -0.0000005503 0.0000015191 0.0000002684 0.0000123907 0.0009130284 -0.0000098368 -0.0001611002 0.0008716603 0.0000008999 0.0005939495
1416.06432 -0.507125 0.218124 0.213509 -0.000261 0.002377 0.040739 0.999167 0.0000016459 -0.0000001698 -0.0000005554 0.0000015287 0.0000002742 0.0000124553 0.0009505770 -0.0000103746 -0.0001665562 0.0009073292 0.0000010161 0.0006165188
1416.13067 -0.513720 0.222667 0.214996 -0.000630 0.002593 0.040908 0.999159 0.0000016670 -0.0000001709 -0.0000005744 0.0000015478 0.0000002730 0.0000125846 0.0010297145 -0.0000114713 -0.0001778804 0.0009826176 0.0000012477 0.0006638714
1416.16386 -0.516847 0.224956 0.216399 -0.000765 0.002881 0.040996 0.999155 0.0000016780 -0.0000001717 -0.0000005879 0.0000015574 0.0000002735 0.0000126491 0.0010714102 -0.0000120268 -0.0001837611 0.0010223519 0.0000013632 0.0006887001
1416.19702 -0.520050 0.227288 0.217752 -0.000672 0.002613 0.040986 0.999156 0.0000016879 -0.0000001723 -0.0000005890 0.0000015673 0.0000002787 0.0000127148 0.0011144995 -0.0000125887 -0.0001897787 0.0010634519 0.0000014780 0.0007142878
1416.23019 -0.523702 0.229686 0.218673 -0.000347 0.002721 0.040877 0.999160 0.0000016987 -0.0000001734 -0.0000005982 0.0000015774 0.0000002892 0.0000127795 0.0011590678 -0.0000131619 -0.0001959361 0.0011059871 0.0000015925 0.0007406896
1416.26336 -0.527384 0.232113 0.219704 -0.000318 0.002344 0.040716 0.999168 0.0000017085 -0.0000001739 -0.0000005971 0.0000015871 0.0000002928 0.0000128459 0.0012051498 -0.0000137407 -0.0002022412 0.0011500080 0.0000017063 0.0007679090
1416.29654 -0.531371 0.234541 0.220557 -0.000154 0.002474 0.040710 0.999168 0.0000017194 -0.0000001749 -0.0000006069 0.0000015972 0.0000002999 0.0000129111 0.0012527844 -0.0000143274 -0.0002086914 0.0011955425 0.0000018205 0.0007959705
1416.32971 -0.535429 0.237001 0.221393 -0.000109 0.002355 0.040868 0.999162 0.0000017297 -0.0000001756 -0.0000006113 0.0000016073 0.0000003044 0.0000129772 0.0013020152 -0.0000149199 -0.0002152941 0.0012426437 0.0000019340 0.0008248921
1416.36291 -0.539240 0.239519 0.222625 -0.000395 0.002602 0.040862 0.999161 0.0000017410 -0.0000001761 -0.0000006245 0.0000016170 0.0000003014 0.0000130430 0.0013529355 -0.0000155151 -0.0002220641 0.0012914177 0.0000020453 0.0008547132
1416.39606 -0.542906 0.242041 0.224062 -0.000246 0.002421 0.040754 0.999166 0.0000017514 -0.0000001769 -0.0000006275 0.0000016271 0.0000003080 0.0000131094 0.0014054803 -0.0000161117 -0.0002289884 0.0013417996 0.0000021556 0.0008853949
1416.42923 -0.546835 0.244581 0.225448 -0.000231 0.002499 0.040673 0.999169 0.0000017625 -0.0000001777 -0.0000006366 0.0000016371 0.0000003117 0.0000131756 0.0014597625 -0.0000167146 -0.0002360704 0.0013938829 0.0000022655 0.0009170040
1416.46240 -0.550826 0.247207 0.226987 -0.000136 0.002298 0.040686 0.999169 0.0000017728 -0.0000001784 -0.0000006392 0.0000016474 0.0000003172 0.0000132425 0.0015158338 -0.0000173226 -0.0002433175 0.0014477295 0.0000023727 0.0009495607
1416.49557 -0.554967 0.249797 0.228313 -0.000390 0.002378 0.040943 0.999159 0.0000017838 -0.0000001789 -0.0000006485 0.0000016574 0.0000003151 0.0000133093 0.0015736981 -0.0000179341 -0.0002507263 0.0015033380 0.0000024805 0.0009830711
1416.52877 -0.559119 0.252285 0.229653 -0.000471 0.002398 0.041064 0.999154 0.0000017947 -0.0000001796 -0.0000006563 0.0000016676 0.0000003168 0.0000133763 0.0016334615 -0.0000185457 -0.0002583095 0.0015608185 0.0000025905 0.0010175843
1416.56200 -0.563313 0.254877 0.230958 -0.000563 0.002302 0.041247 0.999146 0.0000018054 -0.0000001802 -0.0000006615 0.0000016779 0.0000003183 0.0000134438 0.0016952145 -0.0000191624 -0.0002660752 0.0016202631 0.0000026971 0.0010531505
1416.59509 -0.567585 0.257440 0.232301 -0.000345 0.002347 0.041064 0.999154 0.0000018167 -0.0000001812 -0.0000006698 0.0000016883 0.0000003266 0.0000135105 0.0017586433 -0.0000197777 -0.0002739786 0.0016813671 0.0000028031 0.0010895797
1416.62834 -0.571970 0.260060 0.233709 -0.000375 0.002257 0.041089 0.999153 0.0000018276 -0.0000001818 -0.0000006751 0.0000016987 0.0000003294 0.0000135784 0.0018243885 -0.0000203983 -0.0002820964 0.0017447516 0.0000029075 0.0011272343
1416.66153 -0.576480 0.262756 0.234900 -0.000427 0.002395 0.041160 0.999150 0.0000018391 -0.0000001826 -0.0000006859 0.0000017090 0.0000003318 0.0000136456 0.0018920521 -0.0000210217 -0.0002903761 0.0018100332 0.0000030085 0.0011658894
1416.69461 -0.580969 0.265394 0.236183 -0.000439 0.002333 0.041171 0.999149 0.0000018501 -0.0000001833 -0.0000006919 0.0000017194 0.0000003350 0.0000137134 0.0019615839 -0.0000216408 -0.0002988109 0.0018771711 0.0000031093 0.0012055000
1416.72792 -0.585578 0.268000 0.237499 -0.000211 0.002336 0.041044 0.999155 0.0000018615 -0.0000001844 -0.0000006993 0.0000017302 0.0000003438 0.0000137813 0.0020337523 -0.0000222624 -0.0003074878 0.0019469048 0.0000032113 0.0012464989
1416.76096 -0.590082 0.270610 0.239057 0.000087 0.002220 0.040998 0.999157 0.0000018724 -0.0000001854 -0.0000007037 0.0000017410 0.0000003544 0.0000138490 0.0021075558 -0.0000228762 -0.0003162869 0.0020182802 0.0000033100 0.0012883048
1416.79413 -0.594708 0.273213 0.240706 -0.000095 0.002140 0.040944 0.999159 0.0000018836 -0.0000001859 -0.0000007096 0.0000017513 0.0000003534 0.0000139178 0.0021839134 -0.0000234903 -0.0003253103 0.0020921779 0.0000034082 0.0013314371
1416.82730 -0.599418 0.275839 0.242293 0.000087 0.002276 0.040858 0.999162 0.0000018955 -0.0000001870 -0.0000007203 0.0000017621 0.0000003614 0.0000139856 0.0022625694 -0.0000241027 -0.0003345254 0.0021683543 0.0000035042 0.0013757500
1416.86062 -0.604172 0.278532 0.243958 0.000090 0.002052 0.040955 0.999159 0.0000019063 -0.0000001876 -0.0000007224 0.0000017729 0.0000003650 0.0000140551 0.0023439450 -0.0000247153 -0.0003439789 0.0022472256 0.0000035968 0.0014214697
1416.89374 -0.609014 0.281215 0.245541 0.000160 0.002323 0.040929 0.999159 0.0000019186 -0.0000001887 -0.0000007366 0.0000017837 0.0000003705 0.0000141229 0.0024272584 -0.0000253213 -0.0003535742 0.0023280293 0.0000036871 0.0014681546
1416.92690 -0.613929 0.283876 0.247197 0.000029 0.002007 0.040876 0.999162 0.0000019293 -0.0000001890 -0.0000007367 0.0000017942 0.0000003706 0.0000141929 0.0025131483 -0.0000259223 -0.0003633824 0.0024113900 0.0000037764 0.0015161511
1416.96000 -0.618886 0.286558 0.248807 0.000002 0.001966 0.040946 0.999159 0.0000019407 -0.0000001898 -0.0000007434 0.0000018049 0.0000003736 0.0000142621 0.0026013872 -0.0000265174 -0.0003733757 0.0024970913 0.0000038625 0.0015653307
1416.99317 -0.623926 0.289277 0.250408 0.000075 0.002055 0.041039 0.999155 0.0000019526 -0.0000001908 -0.0000007531 0.0000018160 0.0000003792 0.0000143310 0.0026924155 -0.0000271086 -0.0003835993 0.0025855630 0.0000039456 0.0016159307
1417.02641 -0.628955 0.291910 0.252080 0.000311 0.001826 0.040941 0.999160 0.0000019637 -0.0000001917 -0.0000007549 0.0000018272 0.0000003885 0.0000144010 0.0027862989 -0.0000276895 -0.0003940592 0.0026768755 0.0000040298 0.0016679750
1417.05952 -0.634084 0.294551 0.253713 -0.000045 0.001820 0.041091 0.999154 0.0000019753 -0.0000001920 -0.0000007629 0.0000018376 0.0000003834 0.0000144710 0.0028824866 -0.0000282613 -0.0004046861 0.0027704889 0.0000041107 0.0017211564
1417.09283 -0.639317 0.297182 0.255409 0.000024 0.001634 0.040962 0.999159 0.0000019867 -0.0000001927 -0.0000007661 0.0000018486 0.0000003886 0.0000145416 0.0029820635 -0.0000288266 -0.0004155971 0.0028674646 0.0000041908 0.0017760629
1417.12595 -0.644596 0.299881 0.257109 0.000102 0.002137 0.040990 0.999157 0.0000020001 -0.0000001941 -0.0000007864 0.0000018598 0.0000003946 0.0000146097 0.0030839143 -0.0000293818 -0.0004266668 0.0029667222 0.0000042645 0.0018320755
1417.15904 -0.649947 0.302559 0.258754 0.000049 0.002030 0.040964 0.999159 0.0000020117 -0.0000001947 -0.0000007916 0.0000018707 0.0000003968 0.0000146801 0.0031885241 -0.0000299253 -0.0004379448 0.0030687334 0.0000043361 0.0018894563
1417.19225 -0.655420 0.305274 0.260460 0.000074 0.002211 0.040774 0.999166 0.0000020244 -0.0000001957 -0.0000008042 0.0000018818 0.0000004010 0.0000147499 0.0032965014 -0.0000304603 -0.0004494912 0.0031740951 0.0000044041 0.0019485264
1417.22542 -0.660930 0.308047 0.262197 0.000035 0.002004 0.040891 0.999162 0.0000020357 -0.0000001963 -0.0000008067 0.0000018929 0.0000004037 0.0000148212 0.0034073634 -0.0000309836 -0.0004612527 0.0032823447 0.0000044662 0.0020090154
1417.25860 -0.666465 0.310748 0.263876 0.000185 0.002146 0.040796 0.999165 0.0000020483 -0.0000001974 -0.0000008182 0.0000019043 0.0000004113 0.0000148912 0.0035213402 -0.0000314902 -0.0004732511 0.0033937071 0.0000045282 0.0020710432
1417.29177 -0.672073 0.313526 0.265647 0.000115 0.001977 0.041004 0.999157 0.0000020597 -0.0000001981 -0.0000008217 0.0000019156 0.0000004134 0.0000149627 0.0036384497 -0.0000319845 -0.0004854818 0.0035082045 0.0000045833 0.0021346066
1417.32500 -0.677793 0.316270 0.267402 0.000037 0.001931 0.041123 0.999152 0.0000020717 -0.0000001988 -0.0000008285 0.0000019269 0.0000004153 0.0000150341 0.0037590182 -0.0000324628 -0.0004979738 0.0036261532 0.0000046371 0.0021998772
