# timestamp(s) tx ty tz qx qy qz qw
1540821128.65789 -1.036549 -0.693194 0.882901 0.005621 0.119169 0.039981 0.992053
1540821128.69110 -0.969771 -0.734633 0.856169 0.005300 0.122920 0.043248 0.991460
1540821128.75731 -0.866357 -0.772014 0.852123 0.004380 0.126562 0.049084 0.990734
1540821128.79055 -0.818331 -0.783192 0.860741 0.003895 0.127247 0.052832 0.990455
1540821128.82365 -0.765717 -0.793413 0.863425 0.002702 0.128035 0.056370 0.990163
1540821128.85682 -0.726133 -0.794474 0.884170 0.001453 0.129477 0.059987 0.989765
1540821128.88999 -0.681243 -0.797889 0.899614 -0.000102 0.132040 0.065332 0.989089
1540821128.92317 -0.634350 -0.802215 0.915357 -0.001238 0.136071 0.071097 0.988144
1540821128.95633 -0.584240 -0.806401 0.930342 -0.000992 0.140434 0.076463 0.987133
1540821129.02268 -0.475658 -0.813333 0.957965 -0.000726 0.143529 0.085652 0.985932
1540821129.05585 -0.418084 -0.815443 0.970725 -0.001315 0.142285 0.089592 0.985762
1540821129.08902 -0.356927 -0.818567 0.981997 -0.002265 0.140630 0.093052 0.985677
1540821129.12220 -0.292980 -0.821716 0.992088 -0.003173 0.139331 0.096312 0.985546
1540821129.15536 -0.228740 -0.825594 1.001581 -0.004190 0.137930 0.099108 0.985462
1540821129.18853 -0.161365 -0.828935 1.009482 -0.005154 0.136419 0.101962 0.985377
1540821129.22174 -0.090732 -0.832760 1.015978 -0.005408 0.133682 0.104641 0.985469
1540821129.25491 -0.006266 -0.836517 1.015523 -0.005046 0.130144 0.108544 0.985523
1540821129.28809 0.069555 -0.837561 1.023122 -0.005630 0.124572 0.112734 0.985769
1540821129.32123 0.148386 -0.838747 1.029285 -0.007111 0.118963 0.117115 0.985942
1540821129.35441 0.227584 -0.839440 1.035182 -0.009470 0.113944 0.121537 0.985980
1540821129.42075 0.388741 -0.838440 1.048071 -0.013911 0.104856 0.134353 0.985272
1540821129.45392 0.472197 -0.837575 1.052745 -0.015861 0.100588 0.141305 0.984715
1540821129.48709 0.560442 -0.836881 1.054047 -0.017714 0.096639 0.148842 0.983968
1540821129.52026 0.653934 -0.837105 1.050576 -0.019854 0.092072 0.156606 0.983160
1540821129.55351 0.743613 -0.835437 1.049985 -0.022700 0.086693 0.164424 0.982310
1540821129.58661 0.834745 -0.832704 1.047843 -0.026332 0.081400 0.173311 0.981144
1540821129.61978 0.927721 -0.829272 1.044321 -0.030066 0.076282 0.182773 0.979730
1540821129.65309 1.015686 -0.822462 1.053034 -0.033480 0.072722 0.194649 0.977600
1540821129.71930 1.217466 -0.814935 1.034468 -0.039086 0.066071 0.216734 0.973208
1540821129.75251 1.309879 -0.806813 1.030958 -0.042090 0.062121 0.228275 0.970701
1540821129.78573 1.405002 -0.798537 1.026028 -0.045552 0.058164 0.240230 0.967901
1540821129.81875 1.507049 -0.792502 1.016056 -0.049927 0.053764 0.252155 0.964901
1540821129.85201 1.596335 -0.779318 1.015525 -0.055336 0.048494 0.264499 0.961575
1540821129.91836 1.789046 -0.755871 1.003263 -0.065417 0.040493 0.290523 0.953770
1540821129.98459 1.969448 -0.725615 0.998326 -0.070052 0.040982 0.319800 0.944003
1540821130.05093 2.141096 -0.687483 0.996944 -0.070219 0.042235 0.351530 0.932584
1540821130.11720 2.313818 -0.643278 0.995990 -0.068717 0.042725 0.385133 0.919307
1540821130.18354 2.480463 -0.592394 1.002172 -0.068765 0.043541 0.419325 0.904180
1540821130.21671 2.565385 -0.564616 1.003294 -0.070832 0.042372 0.436783 0.895772
1540821130.24988 2.652255 -0.538788 1.004929 -0.074570 0.039014 0.454107 0.886963
1540821130.31625 2.807101 -0.474044 1.015831 -0.083610 0.029569 0.488601 0.867988
1540821130.34932 2.888006 -0.440796 1.018293 -0.087745 0.025590 0.505753 0.857823
1540821130.38249 2.967036 -0.406936 1.020973 -0.090982 0.022912 0.522619 0.847388
1540821130.41569 3.042834 -0.373186 1.026251 -0.093989 0.019419 0.538962 0.836845
1540821130.44882 3.114803 -0.332957 1.025017 -0.097456 0.013772 0.553883 0.826757
1540821130.51516 3.256706 -0.252501 1.025440 -0.100277 -0.000661 0.585670 0.804323
1540821130.54827 3.330682 -0.212563 1.025972 -0.100835 -0.005433 0.601660 0.792343
1540821130.58149 3.397913 -0.170572 1.025973 -0.101065 -0.007719 0.617533 0.779987
1540821130.61461 3.463113 -0.127581 1.025813 -0.101219 -0.007752 0.633295 0.767223
1540821130.68097 3.597264 -0.041497 1.025483 -0.099860 -0.004424 0.665398 0.739766
1540821130.71414 3.668724 0.001015 1.021584 -0.098963 -0.001736 0.680517 0.726017
1540821130.74740 3.734958 0.047207 1.022562 -0.098476 0.000274 0.694524 0.712698
1540821130.81370 3.862311 0.141262 1.019438 -0.098633 -0.003784 0.720622 0.686266
1540821130.84690 3.923540 0.188438 1.021251 -0.098866 -0.009744 0.732614 0.673355
1540821130.91319 4.043074 0.288231 1.013405 -0.099261 -0.022264 0.755587 0.647101
1540821130.94636 4.097545 0.341530 1.008242 -0.099881 -0.027027 0.765865 0.634622
1540821130.97963 4.147135 0.390007 1.005409 -0.100214 -0.028926 0.775061 0.623218
1540821131.01271 4.198710 0.439931 1.000221 -0.100324 -0.028543 0.783581 0.612472
1540821131.07906 4.288459 0.538919 0.987251 -0.099205 -0.026010 0.799990 0.591183
1540821131.11227 4.328894 0.585055 0.980186 -0.098390 -0.026055 0.808047 0.580259
1540821131.14539 4.357570 0.635879 0.973575 -0.097334 -0.027919 0.815997 0.569118
1540821131.17857 4.406612 0.690433 0.964680 -0.096755 -0.031615 0.823858 0.557581
1540821131.21184 4.448699 0.746083 0.955814 -0.096264 -0.036150 0.831675 0.545658
1540821131.24492 4.475090 0.787076 0.950428 -0.095473 -0.040330 0.838648 0.534722
1540821131.27813 4.503894 0.841507 0.940972 -0.095455 -0.041960 0.846167 0.522617
1540821131.31126 4.535945 0.900183 0.931309 -0.095292 -0.041068 0.853734 0.510265
1540821131.34443 4.566790 0.956807 0.919093 -0.095558 -0.039234 0.861003 0.497999
1540821131.37773 4.590102 1.007711 0.908281 -0.095095 -0.036519 0.867932 0.486125
1540821131.41078 4.607423 1.061008 0.896182 -0.093571 -0.031916 0.874889 0.474126
1540821131.44403 4.621211 1.110574 0.885036 -0.090636 -0.025483 0.881405 0.462883
1540821131.47713 4.638735 1.172884 0.872229 -0.088246 -0.019700 0.887651 0.451554
1540821131.51031 4.653830 1.223944 0.860257 -0.086361 -0.015773 0.893261 0.440884
1540821131.54348 4.667143 1.275820 0.849208 -0.084762 -0.012887 0.898364 0.430804
1540821131.57673 4.681145 1.331590 0.837239 -0.083296 -0.010114 0.903269 0.420790
1540821131.60992 4.694164 1.385548 0.825303 -0.082050 -0.007367 0.907821 0.411187
1540821131.64300 4.698234 1.441924 0.812428 -0.080956 -0.005725 0.912226 0.401568
1540821131.67618 4.710615 1.499291 0.799882 -0.079802 -0.003498 0.916357 0.392314
1540821131.70935 4.718189 1.554425 0.786303 -0.078106 -0.000775 0.920360 0.383193
1540821131.74254 4.721778 1.606781 0.773413 -0.076467 0.000966 0.924183 0.374217
1540821131.80887 4.725653 1.710347 0.747526 -0.073295 -0.000019 0.931681 0.355806
1540821131.84212 4.723319 1.766160 0.734920 -0.071896 -0.001063 0.935288 0.346505
1540821131.90838 4.719136 1.876405 0.711362 -0.070404 -0.000955 0.941939 0.328318
1540821131.94160 4.717370 1.929943 0.700496 -0.070209 -0.001120 0.944932 0.319646
1540821131.97477 4.711732 1.982585 0.690282 -0.070330 -0.001750 0.947737 0.311199
1540821132.00794 4.707694 2.037062 0.681358 -0.070574 -0.003415 0.950383 0.302952
1540821132.04107 4.703547 2.091433 0.672545 -0.071083 -0.004373 0.952817 0.295071
1540821132.07435 4.693677 2.147467 0.665045 -0.071786 -0.004078 0.955319 0.286698
1540821132.10749 4.683551 2.201121 0.658317 -0.072776 -0.002580 0.957723 0.278321
1540821132.14066 4.679490 2.258662 0.652382 -0.073311 -0.001384 0.960139 0.269733
1540821132.20696 4.650448 2.362035 0.645169 -0.072453 -0.000566 0.964602 0.253563
1540821132.24014 4.638175 2.427221 0.641015 -0.072249 -0.000394 0.966427 0.246573
1540821132.27327 4.620357 2.482974 0.638921 -0.072214 -0.001636 0.967912 0.240685
1540821132.30644 4.602314 2.538750 0.637006 -0.073242 -0.006006 0.969048 0.235680
1540821132.33969 4.575597 2.589232 0.635795 -0.074719 -0.013193 0.970153 0.230319
1540821132.40597 4.533054 2.692822 0.635468 -0.078348 -0.031668 0.971504 0.221446
1540821132.43914 4.509727 2.747047 0.636586 -0.079966 -0.040184 0.971958 0.217459
1540821132.47232 4.486794 2.796661 0.637604 -0.081539 -0.046585 0.972098 0.214956
1540821132.53871 4.434719 2.899343 0.638799 -0.083462 -0.056181 0.972139 0.211716
1540821132.57188 4.401772 2.946877 0.641611 -0.084230 -0.058348 0.972026 0.211344
1540821132.60502 4.367161 2.994825 0.644250 -0.085662 -0.057909 0.971817 0.211852
1540821132.63823 4.333321 3.050643 0.646816 -0.087823 -0.055840 0.971520 0.212881
1540821132.67137 4.295061 3.099148 0.650624 -0.090006 -0.054453 0.971263 0.213500
1540821132.70458 4.257771 3.149559 0.653686 -0.092219 -0.053310 0.970916 0.214421
1540821132.73775 4.218806 3.194023 0.657011 -0.094121 -0.052238 0.970664 0.214996
1540821132.77087 4.172247 3.268213 0.658051 -0.096175 -0.050183 0.970446 0.215559
1540821132.80404 4.124999 3.327470 0.660229 -0.098136 -0.047397 0.970246 0.216208
1540821132.83721 4.079347 3.371340 0.662431 -0.099376 -0.043272 0.970168 0.216854
1540821132.87041 4.020582 3.448871 0.662248 -0.101028 -0.038985 0.970253 0.216522
1540821132.90354 3.964741 3.506639 0.662802 -0.102532 -0.036265 0.970225 0.216416
1540821132.93670 3.907272 3.558582 0.664010 -0.103379 -0.035881 0.970179 0.216281
1540821132.96987 3.843746 3.620042 0.662800 -0.102867 -0.036348 0.970390 0.215501
1540821133.00308 3.785290 3.664911 0.663998 -0.101839 -0.036739 0.970694 0.214549
1540821133.03625 3.718782 3.717126 0.664018 -0.100859 -0.035534 0.971364 0.212172
1540821133.06943 3.653612 3.764318 0.664815 -0.099595 -0.031823 0.972155 0.209723
1540821133.10255 3.590233 3.807216 0.666976 -0.097753 -0.026947 0.973012 0.207281
1540821133.13571 3.521064 3.851287 0.669432 -0.094204 -0.022606 0.974034 0.204629
1540821133.16888 3.456231 3.891025 0.673343 -0.088639 -0.020136 0.975062 0.202463
1540821133.20205 3.383945 3.939880 0.677738 -0.082604 -0.019892 0.976241 0.199336
1540821133.23523 3.321289 3.971215 0.683908 -0.077385 -0.020922 0.977135 0.196928
1540821133.26839 3.257070 4.002733 0.690749 -0.073718 -0.021478 0.977869 0.194619
1540821133.30161 3.182838 4.049640 0.697637 -0.072544 -0.020010 0.978579 0.191626
1540821133.33474 3.112345 4.087106 0.705090 -0.072183 -0.016709 0.979172 0.189029
1540821133.36791 3.040998 4.126615 0.712085 -0.071894 -0.012601 0.979676 0.186835
1540821133.40109 2.963139 4.174700 0.719360 -0.071216 -0.008525 0.980160 0.184776
1540821133.43426 2.890157 4.216143 0.727717 -0.069869 -0.003624 0.980474 0.183782
1540821133.46744 2.813927 4.256557 0.736121 -0.068351 0.001666 0.980729 0.183018
1540821133.50061 2.740828 4.294133 0.742969 -0.066577 0.006405 0.980886 0.182727
1540821133.56696 2.589601 4.375258 0.757685 -0.064322 0.010982 0.980945 0.183002
1540821133.63331 2.432664 4.461063 0.772698 -0.062652 0.012424 0.980946 0.183483
1540821133.66656 2.355202 4.503786 0.780729 -0.062309 0.012482 0.980888 0.183901
1540821133.73282 2.197187 4.591456 0.795827 -0.061589 0.011743 0.980749 0.184931
1540821133.76599 2.118942 4.634314 0.802463 -0.061217 0.011728 0.980620 0.185738
1540821133.79917 2.038394 4.677962 0.807773 -0.060564 0.011794 0.980561 0.186261
1540821133.83235 1.941320 4.725732 0.805540 -0.059977 0.011638 0.980758 0.185422
1540821133.86552 1.852874 4.771042 0.806628 -0.059910 0.011476 0.980765 0.185417
1540821133.89869 1.772299 4.815295 0.808075 -0.059737 0.010696 0.980638 0.186186
1540821133.96504 1.602443 4.901353 0.806613 -0.059403 0.009414 0.980570 0.186722
1540821133.99821 1.518013 4.945081 0.804006 -0.058671 0.008591 0.980543 0.187133
1540821134.03151 1.435768 4.996523 0.802564 -0.058223 0.008162 0.980366 0.188220
1540821134.06455 1.354797 5.041135 0.798733 -0.057739 0.007698 0.980251 0.188983
1540821134.09773 1.273550 5.082322 0.791925 -0.057476 0.008037 0.980172 0.189458
1540821134.13090 1.182786 5.129427 0.786042 -0.057112 0.008009 0.980204 0.189407
1540821134.16408 1.099050 5.172672 0.776664 -0.056764 0.007952 0.980130 0.189893
1540821134.19731 1.001589 5.231920 0.772170 -0.056239 0.008504 0.980145 0.189948
1540821134.26359 0.829598 5.331451 0.754340 -0.053456 0.018828 0.979716 0.192209
1540821134.29676 0.736525 5.385913 0.744840 -0.051762 0.026586 0.979466 0.193030
1540821134.33001 0.642011 5.452264 0.736831 -0.049587 0.032953 0.979132 0.194311
1540821134.42946 0.377580 5.619241 0.697128 -0.045326 0.045513 0.978243 0.197270
1540821134.46340 0.274917 5.686610 0.683917 -0.045407 0.044424 0.978291 0.197259
1540821134.49582 0.190188 5.738495 0.669224 -0.046017 0.042780 0.978272 0.197577
1540821134.56220 -0.010364 5.885609 0.642623 -0.048278 0.040614 0.978096 0.198361
1540821134.62853 -0.207402 6.046794 0.619429 -0.049506 0.035994 0.977794 0.200430
1540821134.66176 -0.319880 6.126162 0.606568 -0.050278 0.032389 0.977942 0.200133
1540821134.69491 -0.408066 6.186959 0.592060 -0.051142 0.028885 0.977978 0.200272
1540821134.72808 -0.498378 6.248803 0.577265 -0.051625 0.026507 0.977940 0.200663
1540821134.76122 -0.592454 6.308921 0.563083 -0.052209 0.026305 0.977924 0.200616
1540821134.82760 -0.810758 6.466548 0.539793 -0.053716 0.024350 0.977760 0.201262
1540821134.86073 -0.913028 6.540723 0.528981 -0.054363 0.018862 0.977805 0.201460
1540821134.89404 -1.009860 6.607189 0.516325 -0.055222 0.011820 0.977900 0.201300
1540821134.92709 -1.135232 6.684049 0.504616 -0.056234 0.004573 0.978106 0.200314
1540821134.96031 -1.243126 6.741125 0.492046 -0.057329 -0.000927 0.978228 0.199455
1540821134.99348 -1.344197 6.793198 0.478201 -0.058024 -0.003778 0.978329 0.198723
1540821135.02671 -1.444983 6.851362 0.466703 -0.058418 -0.005039 0.978235 0.199044
1540821135.05978 -1.540245 6.915239 0.456383 -0.059260 -0.004804 0.978048 0.199717
1540821135.09296 -1.631121 6.967625 0.442986 -0.060334 -0.003429 0.977866 0.200317
1540821135.12613 -1.721947 7.028751 0.428443 -0.061757 -0.002475 0.977541 0.201478
1540821135.15935 -1.817961 7.085988 0.414020 -0.062760 -0.002150 0.977342 0.202138
1540821135.19247 -1.915681 7.144506 0.403211 -0.063303 -0.001945 0.977272 0.202307
1540821135.22564 -2.022789 7.200590 0.391994 -0.063926 -0.000713 0.977362 0.201685
1540821135.25889 -2.122662 7.265806 0.380977 -0.065174 -0.000103 0.977199 0.202076
1540821135.29198 -2.226908 7.321143 0.367248 -0.065933 -0.000712 0.977294 0.201367
1540821135.32516 -2.335876 7.377865 0.356387 -0.066231 -0.004074 0.977422 0.200605
1540821135.35837 -2.430553 7.439146 0.347155 -0.066732 -0.010297 0.977375 0.200446
1540821135.39155 -2.531934 7.498865 0.338430 -0.067473 -0.017746 0.977392 0.199593
1540821135.42472 -2.633723 7.557894 0.330325 -0.068788 -0.024437 0.977511 0.197845
1540821135.45787 -2.749471 7.610716 0.327582 -0.070800 -0.030262 0.977896 0.194400
1540821135.49105 -2.866024 7.657990 0.321734 -0.072590 -0.036080 0.978416 0.190084
1540821135.52427 -2.979561 7.709822 0.315140 -0.073455 -0.041222 0.978883 0.186262
1540821135.55744 -3.082226 7.764723 0.309619 -0.073118 -0.045239 0.979297 0.183260
1540821135.59058 -3.185597 7.809970 0.309820 -0.072425 -0.046989 0.979878 0.179958
1540821135.62380 -3.285965 7.860642 0.304109 -0.072275 -0.046734 0.980371 0.177383
1540821135.65701 -3.351848 7.900853 0.304758 -0.072075 -0.045428 0.980759 0.175653
1540821135.69020 -3.405244 7.940020 0.302757 -0.072014 -0.044954 0.981036 0.174246
1540821135.72333 -3.485547 7.980116 0.299897 -0.072081 -0.044559 0.981688 0.170611
1540821135.75646 -3.570535 8.020795 0.297428 -0.071491 -0.043986 0.982525 0.166128
1540821135.78967 -3.665512 8.060667 0.296480 -0.070856 -0.043317 0.983384 0.161426
1540821135.82286 -3.771819 8.105230 0.292221 -0.070276 -0.041310 0.984316 0.156452
1540821135.85605 -3.876981 8.139228 0.289030 -0.070083 -0.037426 0.985286 0.151322
1540821135.88922 -3.955378 8.171155 0.292137 -0.069368 -0.033123 0.986154 0.146941
1540821135.92232 -4.041312 8.210513 0.292452 -0.068519 -0.029080 0.986995 0.142476
1540821135.95554 -4.146085 8.251936 0.295095 -0.067680 -0.025966 0.987851 0.137463
1540821136.02192 -4.375953 8.336151 0.298274 -0.066076 -0.023540 0.989269 0.128164
1540821136.05502 -4.491595 8.384445 0.300707 -0.064411 -0.023084 0.989815 0.124837
1540821136.08818 -4.605608 8.429223 0.305087 -0.062161 -0.021449 0.990337 0.122102
1540821136.12136 -4.719501 8.471146 0.310686 -0.060353 -0.018533 0.990846 0.119320
1540821136.15453 -4.836394 8.514687 0.316658 -0.059256 -0.013514 0.991282 0.116903
1540821136.18774 -4.955112 8.557921 0.323898 -0.058742 -0.007817 0.991658 0.114471
1540821136.22087 -5.095606 8.613131 0.327893 -0.058034 -0.002518 0.992018 0.111922
1540821136.25405 -5.239181 8.665440 0.334988 -0.056953 0.002091 0.992388 0.109170
1540821136.28722 -5.365333 8.712446 0.344365 -0.056339 0.003985 0.992702 0.106553
1540821136.32048 -5.484204 8.757137 0.355529 -0.055761 0.003289 0.993012 0.103955
1540821136.35369 -5.607077 8.802411 0.367381 -0.055275 0.001650 0.993280 0.101672
1540821136.38674 -5.739746 8.853567 0.378282 -0.054776 0.000421 0.993532 0.099462
1540821136.41991 -5.879190 8.907419 0.388792 -0.054063 -0.000020 0.993749 0.097673
1540821136.45308 -5.997182 8.957424 0.402342 -0.053659 0.000431 0.993909 0.096257
1540821136.48633 -6.129999 9.010536 0.414846 -0.053419 0.000736 0.994119 0.094200
1540821136.51956 -6.273235 9.072477 0.423883 -0.053467 0.000866 0.994269 0.092574
1540821136.55272 -6.389244 9.132526 0.437210 -0.052908 -0.000352 0.994454 0.090896
1540821136.58581 -6.508503 9.186173 0.451065 -0.052741 -0.002307 0.994672 0.088552
1540821136.61894 -6.621860 9.237999 0.466172 -0.052382 -0.004585 0.994967 0.085293
1540821136.65212 -6.741811 9.286421 0.480394 -0.052628 -0.006485 0.995301 0.081024
1540821136.68529 -6.858191 9.344131 0.495014 -0.052532 -0.009201 0.995596 0.077097
1540821136.71854 -6.988721 9.380686 0.509461 -0.052594 -0.012284 0.995954 0.071826
1540821136.75165 -7.113988 9.433463 0.522672 -0.052230 -0.016140 0.996238 0.067236
1540821136.78482 -7.241399 9.479327 0.538060 -0.052915 -0.021014 0.996438 0.062212
1540821136.81800 -7.368207 9.525492 0.553810 -0.053083 -0.026449 0.996614 0.056951
1540821136.85117 -7.494368 9.559997 0.571415 -0.052729 -0.031961 0.996786 0.051147
1540821136.88442 -7.629468 9.594793 0.588293 -0.050803 -0.039399 0.996916 0.044995
1540821136.91756 -7.754295 9.632963 0.607839 -0.047452 -0.048114 0.996973 0.038451
1540821136.95080 -7.880894 9.666878 0.628332 -0.044366 -0.056046 0.996957 0.031086
1540821136.98391 -7.998237 9.703314 0.649017 -0.041249 -0.062904 0.996904 0.022869
1540821137.01708 -8.129383 9.742125 0.668061 -0.038869 -0.066413 0.996940 0.013762
1540821137.05026 -8.257132 9.780671 0.686919 -0.036072 -0.067346 0.997068 0.004318
1540821137.08339 -8.384916 9.811961 0.707437 0.033658 0.066522 -0.997202 0.005550
1540821137.11657 -8.509752 9.844929 0.729245 0.030791 0.065777 -0.997237 0.015612
1540821137.14974 -8.655524 9.874144 0.748822 0.027945 0.065690 -0.997093 0.026632
1540821137.18291 -8.776802 9.902449 0.770802 0.024392 0.066100 -0.996811 0.037452
1540821137.21609 -8.898950 9.928446 0.794458 0.021104 0.066252 -0.996391 0.048678
1540821137.24930 -9.018709 9.952655 0.818224 0.018907 0.066655 -0.995798 0.059889
1540821137.28244 -9.166164 9.986687 0.835811 0.018903 0.066432 -0.995077 0.071066
1540821137.31561 -9.310922 10.013320 0.856023 0.020091 0.065207 -0.994263 0.082375
1540821137.34878 -9.439091 10.040419 0.876750 0.021509 0.063785 -0.993397 0.092903
1540821137.38196 -9.555680 10.052102 0.899352 0.021831 0.063023 -0.992373 0.103671
1540821137.41517 -9.678540 10.069938 0.923255 0.021745 0.062556 -0.991281 0.113915
1540821137.44830 -9.809635 10.091722 0.946278 0.021451 0.062808 -0.990093 0.123735
1540821137.48148 -9.942762 10.112062 0.970502 0.021685 0.063526 -0.988784 0.133415
1540821137.51475 -10.065316 10.132241 0.993380 0.021353 0.065698 -0.987260 0.143337
1540821137.58115 -10.297921 10.164782 1.038929 0.020900 0.074143 -0.983665 0.162692
1540821137.61427 -10.394752 10.185029 1.062678 0.020652 0.079128 -0.981821 0.171286
1540821137.68058 -10.614635 10.209417 1.105837 0.022362 0.082736 -0.978209 0.189109
1540821137.71374 -10.732206 10.210649 1.127146 0.024800 0.082313 -0.976352 0.198359
1540821137.74701 -10.848646 10.235712 1.140494 0.026723 0.081936 -0.974521 0.207077
1540821137.78018 -10.980851 10.244066 1.153344 0.027728 0.082136 -0.972279 0.217160
1540821137.81336 -11.095318 10.257396 1.166189 0.028182 0.081924 -0.969864 0.227723
1540821137.84653 -11.206294 10.258786 1.181610 0.028011 0.082862 -0.967013 0.239239
1540821137.91287 -11.431153 10.261371 1.211882 0.022694 0.093682 -0.959733 0.263860
1540821137.94613 -11.538598 10.255238 1.224759 0.018419 0.101246 -0.955491 0.276490
1540821137.97934 -11.649150 10.261153 1.240111 0.014967 0.107968 -0.951164 0.288800
1540821138.01253 -11.753010 10.263265 1.250449 0.013997 0.112315 -0.946809 0.301234
1540821138.04568 -11.857780 10.259471 1.260548 0.015093 0.113981 -0.942436 0.313999
1540821138.07881 -11.971172 10.245517 1.269317 0.017127 0.113601 -0.937946 0.327197
1540821138.11207 -12.074810 10.228130 1.280756 0.018988 0.112597 -0.933247 0.340605
1540821138.14524 -12.177816 10.207681 1.284211 0.020921 0.111503 -0.928360 0.353945
1540821138.17841 -12.286751 10.183743 1.286888 0.022133 0.111302 -0.922964 0.367777
1540821138.21162 -12.396642 10.162071 1.294534 0.023273 0.111008 -0.917305 0.381689
1540821138.27802 -12.611074 10.111615 1.308371 0.025874 0.110480 -0.905037 0.409917
1540821138.34434 -12.832607 10.066782 1.323048 0.028676 0.110249 -0.891046 0.439386
1540821138.37752 -12.909397 10.024176 1.327366 0.030396 0.110224 -0.883042 0.455153
1540821138.41069 -12.997672 9.986891 1.332521 0.031595 0.110416 -0.874493 0.471246
1540821138.44386 -13.089267 9.952594 1.337261 0.033111 0.109869 -0.865663 0.487298
1540821138.47703 -13.181457 9.912166 1.338649 0.034515 0.109125 -0.856447 0.503387
1540821138.51039 -13.261507 9.872230 1.335848 0.035713 0.108156 -0.847017 0.519220
1540821138.54343 -13.363066 9.836583 1.340355 0.036018 0.107029 -0.837378 0.534833
1540821138.57663 -13.509340 9.812024 1.341638 0.035059 0.105599 -0.827236 0.550726
1540821138.60977 -13.617258 9.782971 1.348089 0.033390 0.104102 -0.816809 0.566454
1540821138.67611 -13.788427 9.682146 1.359756 0.028900 0.102700 -0.794049 0.598417
1540821138.70935 -13.868758 9.629356 1.365047 0.026967 0.102133 -0.782212 0.613992
1540821138.74253 -13.946653 9.574333 1.370671 0.025066 0.101137 -0.769876 0.629630
1540821138.77569 -14.028233 9.520771 1.377065 0.023033 0.100011 -0.757361 0.644881
1540821138.80896 -14.100068 9.463723 1.381853 0.020462 0.099089 -0.744536 0.659870
1540821138.84204 -14.174937 9.399763 1.387017 0.017417 0.098970 -0.731473 0.674425
1540821138.90862 -14.315466 9.275301 1.396170 0.008803 0.098848 -0.705052 0.702178
1540821138.94166 -14.380291 9.211845 1.399832 0.003119 0.098770 -0.692244 0.714865
1540821138.97483 -14.446877 9.143316 1.404031 -0.003694 0.099021 -0.679083 0.727343
1540821139.00800 -14.511351 9.073558 1.407639 -0.010761 0.099470 -0.666056 0.739161
1540821139.04129 -14.581090 9.012638 1.411792 -0.017555 0.100254 -0.653321 0.750209
1540821139.07449 -14.641639 8.950386 1.413304 -0.024263 0.101571 -0.640823 0.760552
1540821139.10761 -14.703953 8.895517 1.411415 -0.030126 0.102734 -0.628594 0.770329
1540821139.14089 -14.764502 8.830128 1.410722 -0.036236 0.103922 -0.616220 0.779846
1540821139.17396 -14.820058 8.768062 1.407335 -0.042418 0.105341 -0.604133 0.788750
1540821139.20726 -14.873317 8.705258 1.401952 -0.048209 0.107167 -0.592124 0.797233
1540821139.24037 -14.935430 8.646371 1.398620 -0.054433 0.108747 -0.580296 0.805275
1540821139.27359 -14.984972 8.577292 1.392883 -0.061500 0.110228 -0.568313 0.813073
1540821139.30682 -15.032904 8.505647 1.384160 -0.069841 0.111469 -0.555770 0.820863
1540821139.33999 -15.083138 8.453803 1.374775 -0.077255 0.113032 -0.543952 0.827872
1540821139.37311 -15.136837 8.398378 1.367585 -0.084339 0.114354 -0.531960 0.834763
1540821139.43948 -15.234522 8.291120 1.349405 -0.092602 0.118678 -0.508427 0.847846
1540821139.47258 -15.268877 8.226915 1.331013 -0.093455 0.120281 -0.495993 0.854862
1540821139.53892 -15.328924 8.114214 1.303018 -0.087889 0.123067 -0.470990 0.869079
1540821139.57210 -15.354930 8.054035 1.289208 -0.084957 0.123970 -0.457621 0.876354
1540821139.60526 -15.378420 8.002316 1.275231 -0.082075 0.124436 -0.444163 0.883458
1540821139.67161 -15.409082 7.877857 1.244577 -0.075327 0.124387 -0.416821 0.897282
1540821139.70485 -15.424424 7.821798 1.229361 -0.072143 0.124688 -0.402937 0.903820
1540821139.73795 -15.437750 7.783974 1.217075 -0.069387 0.125038 -0.390070 0.909613
1540821139.77122 -15.441737 7.725561 1.199156 -0.067958 0.125195 -0.376708 0.915313
1540821139.80430 -15.457629 7.674198 1.184975 -0.066590 0.125547 -0.363945 0.920515
1540821139.83748 -15.447847 7.615193 1.177856 -0.065856 0.126197 -0.350814 0.925563
1540821139.87064 -15.431088 7.562702 1.156496 -0.064475 0.126726 -0.338441 0.930183
1540821139.90385 -15.421490 7.509481 1.135895 -0.063023 0.127513 -0.326464 0.934446
1540821139.93703 -15.408077 7.450049 1.118192 -0.061954 0.127509 -0.314091 0.938749
1540821140.00337 -15.368869 7.327833 1.081612 -0.059544 0.127693 -0.289699 0.946691
1540821140.03650 -15.341875 7.277309 1.063599 -0.058351 0.127584 -0.278304 0.950192
1540821140.06967 -15.306143 7.231729 1.047304 -0.057522 0.127627 -0.267536 0.953324
1540821140.10284 -15.274647 7.179633 1.028365 -0.056118 0.127251 -0.257236 0.956288
1540821140.13605 -15.241618 7.125364 1.012120 -0.054484 0.126945 -0.248253 0.958795
1540821140.16922 -15.208458 7.072915 0.995715 -0.052345 0.126262 -0.240845 0.960891
1540821140.20236 -15.173337 7.025393 0.977998 -0.049640 0.124963 -0.234927 0.962668
1540821140.23553 -15.126498 6.967795 0.962192 -0.045010 0.123411 -0.229858 0.964318
